AbsHour,Day,Positions,AssignedNurses,Week,HourOfDay,HourOfWeek
494,21,CNL,1,3,14,158
494,21,EDOU,2,3,14,158
494,21,FEP,1,3,14,158
494,21,blue,4,3,14,158
494,21,first nurse,1,3,14,158
494,21,green,4,3,14,158
494,21,hallway,5,3,14,158
494,21,iTrack,0,3,14,158
494,21,orange,4,3,14,158
494,21,purple,3,3,14,158
494,21,red,4,3,14,158
494,21,resource nurse,1,3,14,158
494,21,triage nurse,1,3,14,158
495,21,CNL,1,3,15,159
495,21,EDOU,2,3,15,159
495,21,FEP,1,3,15,159
495,21,blue,4,3,15,159
495,21,first nurse,1,3,15,159
495,21,green,4,3,15,159
495,21,hallway,5,3,15,159
495,21,iTrack,0,3,15,159
495,21,orange,4,3,15,159
495,21,purple,3,3,15,159
495,21,red,4,3,15,159
495,21,resource nurse,1,3,15,159
495,21,triage nurse,1,3,15,159
496,21,CNL,1,3,16,160
496,21,EDOU,2,3,16,160
496,21,FEP,1,3,16,160
496,21,blue,4,3,16,160
496,21,first nurse,1,3,16,160
496,21,green,4,3,16,160
496,21,hallway,5,3,16,160
496,21,iTrack,0,3,16,160
496,21,orange,4,3,16,160
496,21,purple,3,3,16,160
496,21,red,4,3,16,160
496,21,resource nurse,1,3,16,160
496,21,triage nurse,1,3,16,160
497,21,CNL,1,3,17,161
497,21,EDOU,2,3,17,161
497,21,FEP,1,3,17,161
497,21,blue,4,3,17,161
497,21,first nurse,1,3,17,161
497,21,green,4,3,17,161
497,21,hallway,5,3,17,161
497,21,iTrack,0,3,17,161
497,21,orange,4,3,17,161
497,21,purple,3,3,17,161
497,21,red,4,3,17,161
497,21,resource nurse,1,3,17,161
497,21,triage nurse,1,3,17,161
498,21,CNL,1,3,18,162
498,21,EDOU,2,3,18,162
498,21,FEP,1,3,18,162
498,21,blue,4,3,18,162
498,21,first nurse,1,3,18,162
498,21,green,0,3,18,162
498,21,hallway,5,3,18,162
498,21,iTrack,0,3,18,162
498,21,orange,4,3,18,162
498,21,purple,3,3,18,162
498,21,red,4,3,18,162
498,21,resource nurse,1,3,18,162
498,21,triage nurse,1,3,18,162
499,21,CNL,1,3,19,163
499,21,EDOU,2,3,19,163
499,21,FEP,1,3,19,163
499,21,blue,4,3,19,163
499,21,first nurse,1,3,19,163
499,21,green,0,3,19,163
499,21,hallway,5,3,19,163
499,21,iTrack,0,3,19,163
499,21,orange,4,3,19,163
499,21,purple,3,3,19,163
499,21,red,4,3,19,163
499,21,resource nurse,1,3,19,163
499,21,triage nurse,1,3,19,163
500,21,CNL,1,3,20,164
500,21,EDOU,2,3,20,164
500,21,FEP,1,3,20,164
500,21,blue,4,3,20,164
500,21,first nurse,1,3,20,164
500,21,green,0,3,20,164
500,21,hallway,5,3,20,164
500,21,iTrack,0,3,20,164
500,21,orange,4,3,20,164
500,21,purple,3,3,20,164
500,21,red,4,3,20,164
500,21,resource nurse,1,3,20,164
500,21,triage nurse,1,3,20,164
501,21,CNL,1,3,21,165
501,21,EDOU,2,3,21,165
501,21,FEP,1,3,21,165
501,21,blue,4,3,21,165
501,21,first nurse,1,3,21,165
501,21,green,0,3,21,165
501,21,hallway,5,3,21,165
501,21,iTrack,0,3,21,165
501,21,orange,4,3,21,165
501,21,purple,3,3,21,165
501,21,red,4,3,21,165
501,21,resource nurse,1,3,21,165
501,21,triage nurse,1,3,21,165
502,21,CNL,1,3,22,166
502,21,EDOU,2,3,22,166
502,21,FEP,1,3,22,166
502,21,blue,4,3,22,166
502,21,first nurse,1,3,22,166
502,21,green,0,3,22,166
502,21,hallway,5,3,22,166
502,21,iTrack,0,3,22,166
502,21,orange,4,3,22,166
502,21,purple,3,3,22,166
502,21,red,4,3,22,166
502,21,resource nurse,1,3,22,166
502,21,triage nurse,1,3,22,166
503,21,CNL,1,3,23,167
503,21,EDOU,2,3,23,167
503,21,FEP,1,3,23,167
503,21,blue,4,3,23,167
503,21,first nurse,1,3,23,167
503,21,green,0,3,23,167
503,21,hallway,5,3,23,167
503,21,iTrack,0,3,23,167
503,21,orange,4,3,23,167
503,21,purple,3,3,23,167
503,21,red,4,3,23,167
503,21,resource nurse,1,3,23,167
503,21,triage nurse,1,3,23,167
504,21,CNL,1,3,24,168
504,21,EDOU,2,3,24,168
504,21,FEP,1,3,24,168
504,21,blue,4,3,24,168
504,21,first nurse,1,3,24,168
504,21,green,0,3,24,168
504,21,hallway,5,3,24,168
504,21,iTrack,0,3,24,168
504,21,orange,4,3,24,168
504,21,purple,3,3,24,168
504,21,red,4,3,24,168
504,21,resource nurse,1,3,24,168
504,21,triage nurse,1,3,24,168
505,21,CNL,1,4,1,1
505,21,EDOU,2,4,1,1
505,21,FEP,1,4,1,1
505,21,blue,4,4,1,1
505,21,first nurse,1,4,1,1
505,21,green,0,4,1,1
505,21,hallway,5,4,1,1
505,21,iTrack,0,4,1,1
505,21,orange,4,4,1,1
505,21,purple,3,4,1,1
505,21,red,4,4,1,1
505,21,resource nurse,1,4,1,1
505,21,triage nurse,1,4,1,1
506,22,CNL,1,4,2,2
506,22,EDOU,3,4,2,2
506,22,FEP,1,4,2,2
506,22,blue,1,4,2,2
506,22,first nurse,1,4,2,2
506,22,green,0,4,2,2
506,22,hallway,4,4,2,2
506,22,iTrack,0,4,2,2
506,22,orange,4,4,2,2
506,22,purple,3,4,2,2
506,22,red,4,4,2,2
506,22,resource nurse,1,4,2,2
506,22,triage nurse,1,4,2,2
507,22,CNL,1,4,3,3
507,22,EDOU,3,4,3,3
507,22,FEP,1,4,3,3
507,22,blue,1,4,3,3
507,22,first nurse,1,4,3,3
507,22,green,0,4,3,3
507,22,hallway,4,4,3,3
507,22,iTrack,0,4,3,3
507,22,orange,4,4,3,3
507,22,purple,3,4,3,3
507,22,red,4,4,3,3
507,22,resource nurse,1,4,3,3
507,22,triage nurse,1,4,3,3
508,22,CNL,1,4,4,4
508,22,EDOU,3,4,4,4
508,22,FEP,1,4,4,4
508,22,blue,1,4,4,4
508,22,first nurse,1,4,4,4
508,22,green,0,4,4,4
508,22,hallway,4,4,4,4
508,22,iTrack,0,4,4,4
508,22,orange,4,4,4,4
508,22,purple,3,4,4,4
508,22,red,4,4,4,4
508,22,resource nurse,1,4,4,4
508,22,triage nurse,1,4,4,4
509,22,CNL,1,4,5,5
509,22,EDOU,3,4,5,5
509,22,FEP,1,4,5,5
509,22,blue,1,4,5,5
509,22,first nurse,1,4,5,5
509,22,green,0,4,5,5
509,22,hallway,4,4,5,5
509,22,iTrack,0,4,5,5
509,22,orange,4,4,5,5
509,22,purple,3,4,5,5
509,22,red,4,4,5,5
509,22,resource nurse,1,4,5,5
509,22,triage nurse,1,4,5,5
510,22,CNL,1,4,6,6
510,22,EDOU,3,4,6,6
510,22,FEP,1,4,6,6
510,22,blue,4,4,6,6
510,22,first nurse,1,4,6,6
510,22,green,0,4,6,6
510,22,hallway,4,4,6,6
510,22,iTrack,0,4,6,6
510,22,orange,4,4,6,6
510,22,purple,3,4,6,6
510,22,red,4,4,6,6
510,22,resource nurse,1,4,6,6
510,22,triage nurse,1,4,6,6
511,22,CNL,1,4,7,7
511,22,EDOU,3,4,7,7
511,22,FEP,1,4,7,7
511,22,blue,4,4,7,7
511,22,first nurse,1,4,7,7
511,22,green,0,4,7,7
511,22,hallway,4,4,7,7
511,22,iTrack,0,4,7,7
511,22,orange,4,4,7,7
511,22,purple,3,4,7,7
511,22,red,4,4,7,7
511,22,resource nurse,1,4,7,7
511,22,triage nurse,1,4,7,7
512,22,CNL,1,4,8,8
512,22,EDOU,3,4,8,8
512,22,FEP,1,4,8,8
512,22,blue,4,4,8,8
512,22,first nurse,1,4,8,8
512,22,green,0,4,8,8
512,22,hallway,4,4,8,8
512,22,iTrack,0,4,8,8
512,22,orange,4,4,8,8
512,22,purple,3,4,8,8
512,22,red,4,4,8,8
512,22,resource nurse,1,4,8,8
512,22,triage nurse,1,4,8,8
513,22,CNL,1,4,9,9
513,22,EDOU,3,4,9,9
513,22,FEP,1,4,9,9
513,22,blue,4,4,9,9
513,22,first nurse,1,4,9,9
513,22,green,0,4,9,9
513,22,hallway,4,4,9,9
513,22,iTrack,0,4,9,9
513,22,orange,4,4,9,9
513,22,purple,3,4,9,9
513,22,red,4,4,9,9
513,22,resource nurse,1,4,9,9
513,22,triage nurse,1,4,9,9
514,22,CNL,1,4,10,10
514,22,EDOU,3,4,10,10
514,22,FEP,1,4,10,10
514,22,blue,4,4,10,10
514,22,first nurse,1,4,10,10
514,22,green,0,4,10,10
514,22,hallway,4,4,10,10
514,22,iTrack,0,4,10,10
514,22,orange,4,4,10,10
514,22,purple,3,4,10,10
514,22,red,4,4,10,10
514,22,resource nurse,1,4,10,10
514,22,triage nurse,1,4,10,10
515,22,CNL,1,4,11,11
515,22,EDOU,3,4,11,11
515,22,FEP,1,4,11,11
515,22,blue,4,4,11,11
515,22,first nurse,1,4,11,11
515,22,green,0,4,11,11
515,22,hallway,4,4,11,11
515,22,iTrack,0,4,11,11
515,22,orange,4,4,11,11
515,22,purple,3,4,11,11
515,22,red,4,4,11,11
515,22,resource nurse,1,4,11,11
515,22,triage nurse,1,4,11,11
516,22,CNL,1,4,12,12
516,22,EDOU,3,4,12,12
516,22,FEP,1,4,12,12
516,22,blue,4,4,12,12
516,22,first nurse,1,4,12,12
516,22,green,0,4,12,12
516,22,hallway,4,4,12,12
516,22,iTrack,0,4,12,12
516,22,orange,4,4,12,12
516,22,purple,3,4,12,12
516,22,red,4,4,12,12
516,22,resource nurse,1,4,12,12
516,22,triage nurse,1,4,12,12
517,22,CNL,1,4,13,13
517,22,EDOU,3,4,13,13
517,22,FEP,1,4,13,13
517,22,blue,4,4,13,13
517,22,first nurse,1,4,13,13
517,22,green,0,4,13,13
517,22,hallway,4,4,13,13
517,22,iTrack,0,4,13,13
517,22,orange,4,4,13,13
517,22,purple,3,4,13,13
517,22,red,4,4,13,13
517,22,resource nurse,1,4,13,13
517,22,triage nurse,1,4,13,13
518,22,CNL,1,4,14,14
518,22,EDOU,2,4,14,14
518,22,FEP,1,4,14,14
518,22,blue,6,4,14,14
518,22,first nurse,1,4,14,14
518,22,green,0,4,14,14
518,22,hallway,4,4,14,14
518,22,iTrack,0,4,14,14
518,22,orange,5,4,14,14
518,22,purple,3,4,14,14
518,22,red,5,4,14,14
518,22,resource nurse,1,4,14,14
518,22,triage nurse,1,4,14,14
519,22,CNL,1,4,15,15
519,22,EDOU,2,4,15,15
519,22,FEP,1,4,15,15
519,22,blue,6,4,15,15
519,22,first nurse,1,4,15,15
519,22,green,0,4,15,15
519,22,hallway,4,4,15,15
519,22,iTrack,0,4,15,15
519,22,orange,5,4,15,15
519,22,purple,3,4,15,15
519,22,red,5,4,15,15
519,22,resource nurse,1,4,15,15
519,22,triage nurse,1,4,15,15
520,22,CNL,1,4,16,16
520,22,EDOU,2,4,16,16
520,22,FEP,1,4,16,16
520,22,blue,6,4,16,16
520,22,first nurse,1,4,16,16
520,22,green,0,4,16,16
520,22,hallway,4,4,16,16
520,22,iTrack,0,4,16,16
520,22,orange,5,4,16,16
520,22,purple,3,4,16,16
520,22,red,5,4,16,16
520,22,resource nurse,1,4,16,16
520,22,triage nurse,1,4,16,16
521,22,CNL,1,4,17,17
521,22,EDOU,2,4,17,17
521,22,FEP,1,4,17,17
521,22,blue,6,4,17,17
521,22,first nurse,1,4,17,17
521,22,green,0,4,17,17
521,22,hallway,4,4,17,17
521,22,iTrack,0,4,17,17
521,22,orange,5,4,17,17
521,22,purple,3,4,17,17
521,22,red,5,4,17,17
521,22,resource nurse,1,4,17,17
521,22,triage nurse,1,4,17,17
522,22,CNL,1,4,18,18
522,22,EDOU,2,4,18,18
522,22,FEP,1,4,18,18
522,22,blue,3,4,18,18
522,22,first nurse,1,4,18,18
522,22,green,0,4,18,18
522,22,hallway,4,4,18,18
522,22,iTrack,0,4,18,18
522,22,orange,5,4,18,18
522,22,purple,3,4,18,18
522,22,red,5,4,18,18
522,22,resource nurse,1,4,18,18
522,22,triage nurse,1,4,18,18
523,22,CNL,1,4,19,19
523,22,EDOU,2,4,19,19
523,22,FEP,1,4,19,19
523,22,blue,3,4,19,19
523,22,first nurse,1,4,19,19
523,22,green,0,4,19,19
523,22,hallway,4,4,19,19
523,22,iTrack,0,4,19,19
523,22,orange,5,4,19,19
523,22,purple,3,4,19,19
523,22,red,5,4,19,19
523,22,resource nurse,1,4,19,19
523,22,triage nurse,1,4,19,19
524,22,CNL,1,4,20,20
524,22,EDOU,2,4,20,20
524,22,FEP,1,4,20,20
524,22,blue,3,4,20,20
524,22,first nurse,1,4,20,20
524,22,green,0,4,20,20
524,22,hallway,4,4,20,20
524,22,iTrack,0,4,20,20
524,22,orange,5,4,20,20
524,22,purple,3,4,20,20
524,22,red,5,4,20,20
524,22,resource nurse,1,4,20,20
524,22,triage nurse,1,4,20,20
525,22,CNL,1,4,21,21
525,22,EDOU,2,4,21,21
525,22,FEP,1,4,21,21
525,22,blue,3,4,21,21
525,22,first nurse,1,4,21,21
525,22,green,0,4,21,21
525,22,hallway,4,4,21,21
525,22,iTrack,0,4,21,21
525,22,orange,5,4,21,21
525,22,purple,3,4,21,21
525,22,red,5,4,21,21
525,22,resource nurse,1,4,21,21
525,22,triage nurse,1,4,21,21
526,22,CNL,1,4,22,22
526,22,EDOU,2,4,22,22
526,22,FEP,1,4,22,22
526,22,blue,3,4,22,22
526,22,first nurse,1,4,22,22
526,22,green,0,4,22,22
526,22,hallway,4,4,22,22
526,22,iTrack,0,4,22,22
526,22,orange,5,4,22,22
526,22,purple,3,4,22,22
526,22,red,5,4,22,22
526,22,resource nurse,1,4,22,22
526,22,triage nurse,1,4,22,22
527,22,CNL,1,4,23,23
527,22,EDOU,2,4,23,23
527,22,FEP,1,4,23,23
527,22,blue,3,4,23,23
527,22,first nurse,1,4,23,23
527,22,green,0,4,23,23
527,22,hallway,4,4,23,23
527,22,iTrack,0,4,23,23
527,22,orange,5,4,23,23
527,22,purple,3,4,23,23
527,22,red,5,4,23,23
527,22,resource nurse,1,4,23,23
527,22,triage nurse,1,4,23,23
528,22,CNL,1,4,24,24
528,22,EDOU,2,4,24,24
528,22,FEP,1,4,24,24
528,22,blue,3,4,24,24
528,22,first nurse,1,4,24,24
528,22,green,0,4,24,24
528,22,hallway,4,4,24,24
528,22,iTrack,0,4,24,24
528,22,orange,5,4,24,24
528,22,purple,3,4,24,24
528,22,red,5,4,24,24
528,22,resource nurse,1,4,24,24
528,22,triage nurse,1,4,24,24
529,22,CNL,1,4,1,25
529,22,EDOU,2,4,1,25
529,22,FEP,1,4,1,25
529,22,blue,3,4,1,25
529,22,first nurse,1,4,1,25
529,22,green,0,4,1,25
529,22,hallway,4,4,1,25
529,22,iTrack,0,4,1,25
529,22,orange,5,4,1,25
529,22,purple,3,4,1,25
529,22,red,5,4,1,25
529,22,resource nurse,1,4,1,25
529,22,triage nurse,1,4,1,25
530,23,CNL,1,4,2,26
530,23,EDOU,2,4,2,26
530,23,FEP,1,4,2,26
530,23,blue,4,4,2,26
530,23,first nurse,1,4,2,26
530,23,green,5,4,2,26
530,23,hallway,4,4,2,26
530,23,iTrack,0,4,2,26
530,23,orange,0,4,2,26
530,23,purple,4,4,2,26
530,23,red,2,4,2,26
530,23,resource nurse,1,4,2,26
530,23,triage nurse,1,4,2,26
531,23,CNL,1,4,3,27
531,23,EDOU,2,4,3,27
531,23,FEP,1,4,3,27
531,23,blue,4,4,3,27
531,23,first nurse,1,4,3,27
531,23,green,5,4,3,27
531,23,hallway,4,4,3,27
531,23,iTrack,0,4,3,27
531,23,orange,0,4,3,27
531,23,purple,4,4,3,27
531,23,red,2,4,3,27
531,23,resource nurse,1,4,3,27
531,23,triage nurse,1,4,3,27
532,23,CNL,1,4,4,28
532,23,EDOU,2,4,4,28
532,23,FEP,1,4,4,28
532,23,blue,4,4,4,28
532,23,first nurse,1,4,4,28
532,23,green,5,4,4,28
532,23,hallway,4,4,4,28
532,23,iTrack,0,4,4,28
532,23,orange,0,4,4,28
532,23,purple,4,4,4,28
532,23,red,2,4,4,28
532,23,resource nurse,1,4,4,28
532,23,triage nurse,1,4,4,28
533,23,CNL,1,4,5,29
533,23,EDOU,2,4,5,29
533,23,FEP,1,4,5,29
533,23,blue,4,4,5,29
533,23,first nurse,1,4,5,29
533,23,green,5,4,5,29
533,23,hallway,4,4,5,29
533,23,iTrack,0,4,5,29
533,23,orange,0,4,5,29
533,23,purple,4,4,5,29
533,23,red,2,4,5,29
533,23,resource nurse,1,4,5,29
533,23,triage nurse,1,4,5,29
534,23,CNL,1,4,6,30
534,23,EDOU,2,4,6,30
534,23,FEP,1,4,6,30
534,23,blue,4,4,6,30
534,23,first nurse,1,4,6,30
534,23,green,5,4,6,30
534,23,hallway,4,4,6,30
534,23,iTrack,0,4,6,30
534,23,orange,0,4,6,30
534,23,purple,4,4,6,30
534,23,red,4,4,6,30
534,23,resource nurse,1,4,6,30
534,23,triage nurse,1,4,6,30
535,23,CNL,1,4,7,31
535,23,EDOU,2,4,7,31
535,23,FEP,1,4,7,31
535,23,blue,4,4,7,31
535,23,first nurse,1,4,7,31
535,23,green,5,4,7,31
535,23,hallway,4,4,7,31
535,23,iTrack,0,4,7,31
535,23,orange,0,4,7,31
535,23,purple,4,4,7,31
535,23,red,4,4,7,31
535,23,resource nurse,1,4,7,31
535,23,triage nurse,1,4,7,31
536,23,CNL,1,4,8,32
536,23,EDOU,2,4,8,32
536,23,FEP,1,4,8,32
536,23,blue,4,4,8,32
536,23,first nurse,1,4,8,32
536,23,green,5,4,8,32
536,23,hallway,4,4,8,32
536,23,iTrack,0,4,8,32
536,23,orange,0,4,8,32
536,23,purple,4,4,8,32
536,23,red,4,4,8,32
536,23,resource nurse,1,4,8,32
536,23,triage nurse,1,4,8,32
537,23,CNL,1,4,9,33
537,23,EDOU,2,4,9,33
537,23,FEP,1,4,9,33
537,23,blue,4,4,9,33
537,23,first nurse,1,4,9,33
537,23,green,5,4,9,33
537,23,hallway,4,4,9,33
537,23,iTrack,0,4,9,33
537,23,orange,0,4,9,33
537,23,purple,4,4,9,33
537,23,red,4,4,9,33
537,23,resource nurse,1,4,9,33
537,23,triage nurse,1,4,9,33
538,23,CNL,1,4,10,34
538,23,EDOU,2,4,10,34
538,23,FEP,1,4,10,34
538,23,blue,4,4,10,34
538,23,first nurse,1,4,10,34
538,23,green,5,4,10,34
538,23,hallway,4,4,10,34
538,23,iTrack,0,4,10,34
538,23,orange,0,4,10,34
538,23,purple,4,4,10,34
538,23,red,4,4,10,34
538,23,resource nurse,1,4,10,34
538,23,triage nurse,1,4,10,34
539,23,CNL,1,4,11,35
539,23,EDOU,2,4,11,35
539,23,FEP,1,4,11,35
539,23,blue,4,4,11,35
539,23,first nurse,1,4,11,35
539,23,green,5,4,11,35
539,23,hallway,4,4,11,35
539,23,iTrack,0,4,11,35
539,23,orange,0,4,11,35
539,23,purple,4,4,11,35
539,23,red,4,4,11,35
539,23,resource nurse,1,4,11,35
539,23,triage nurse,1,4,11,35
540,23,CNL,1,4,12,36
540,23,EDOU,2,4,12,36
540,23,FEP,1,4,12,36
540,23,blue,4,4,12,36
540,23,first nurse,1,4,12,36
540,23,green,5,4,12,36
540,23,hallway,4,4,12,36
540,23,iTrack,0,4,12,36
540,23,orange,0,4,12,36
540,23,purple,4,4,12,36
540,23,red,4,4,12,36
540,23,resource nurse,1,4,12,36
540,23,triage nurse,1,4,12,36
541,23,CNL,1,4,13,37
541,23,EDOU,2,4,13,37
541,23,FEP,1,4,13,37
541,23,blue,4,4,13,37
541,23,first nurse,1,4,13,37
541,23,green,5,4,13,37
541,23,hallway,4,4,13,37
541,23,iTrack,0,4,13,37
541,23,orange,0,4,13,37
541,23,purple,4,4,13,37
541,23,red,4,4,13,37
541,23,resource nurse,1,4,13,37
541,23,triage nurse,1,4,13,37
542,23,CNL,1,4,14,38
542,23,EDOU,2,4,14,38
542,23,FEP,1,4,14,38
542,23,blue,5,4,14,38
542,23,first nurse,1,4,14,38
542,23,green,0,4,14,38
542,23,hallway,5,4,14,38
542,23,iTrack,0,4,14,38
542,23,orange,5,4,14,38
542,23,purple,3,4,14,38
542,23,red,4,4,14,38
542,23,resource nurse,1,4,14,38
542,23,triage nurse,1,4,14,38
543,23,CNL,1,4,15,39
543,23,EDOU,2,4,15,39
543,23,FEP,1,4,15,39
543,23,blue,5,4,15,39
543,23,first nurse,1,4,15,39
543,23,green,0,4,15,39
543,23,hallway,5,4,15,39
543,23,iTrack,0,4,15,39
543,23,orange,5,4,15,39
543,23,purple,3,4,15,39
543,23,red,4,4,15,39
543,23,resource nurse,1,4,15,39
543,23,triage nurse,1,4,15,39
544,23,CNL,1,4,16,40
544,23,EDOU,2,4,16,40
544,23,FEP,1,4,16,40
544,23,blue,5,4,16,40
544,23,first nurse,1,4,16,40
544,23,green,0,4,16,40
544,23,hallway,5,4,16,40
544,23,iTrack,0,4,16,40
544,23,orange,5,4,16,40
544,23,purple,3,4,16,40
544,23,red,4,4,16,40
544,23,resource nurse,1,4,16,40
544,23,triage nurse,1,4,16,40
545,23,CNL,1,4,17,41
545,23,EDOU,2,4,17,41
545,23,FEP,1,4,17,41
545,23,blue,5,4,17,41
545,23,first nurse,1,4,17,41
545,23,green,0,4,17,41
545,23,hallway,5,4,17,41
545,23,iTrack,0,4,17,41
545,23,orange,5,4,17,41
545,23,purple,3,4,17,41
545,23,red,4,4,17,41
545,23,resource nurse,1,4,17,41
545,23,triage nurse,1,4,17,41
546,23,CNL,1,4,18,42
546,23,EDOU,2,4,18,42
546,23,FEP,1,4,18,42
546,23,blue,5,4,18,42
546,23,first nurse,1,4,18,42
546,23,green,0,4,18,42
546,23,hallway,5,4,18,42
546,23,iTrack,0,4,18,42
546,23,orange,5,4,18,42
546,23,purple,3,4,18,42
546,23,red,2,4,18,42
546,23,resource nurse,1,4,18,42
546,23,triage nurse,1,4,18,42
547,23,CNL,1,4,19,43
547,23,EDOU,2,4,19,43
547,23,FEP,1,4,19,43
547,23,blue,5,4,19,43
547,23,first nurse,1,4,19,43
547,23,green,0,4,19,43
547,23,hallway,5,4,19,43
547,23,iTrack,0,4,19,43
547,23,orange,5,4,19,43
547,23,purple,3,4,19,43
547,23,red,2,4,19,43
547,23,resource nurse,1,4,19,43
547,23,triage nurse,1,4,19,43
548,23,CNL,1,4,20,44
548,23,EDOU,2,4,20,44
548,23,FEP,1,4,20,44
548,23,blue,5,4,20,44
548,23,first nurse,1,4,20,44
548,23,green,0,4,20,44
548,23,hallway,5,4,20,44
548,23,iTrack,0,4,20,44
548,23,orange,5,4,20,44
548,23,purple,3,4,20,44
548,23,red,2,4,20,44
548,23,resource nurse,1,4,20,44
548,23,triage nurse,1,4,20,44
549,23,CNL,1,4,21,45
549,23,EDOU,2,4,21,45
549,23,FEP,1,4,21,45
549,23,blue,5,4,21,45
549,23,first nurse,1,4,21,45
549,23,green,0,4,21,45
549,23,hallway,5,4,21,45
549,23,iTrack,0,4,21,45
549,23,orange,5,4,21,45
549,23,purple,3,4,21,45
549,23,red,2,4,21,45
549,23,resource nurse,1,4,21,45
549,23,triage nurse,1,4,21,45
550,23,CNL,1,4,22,46
550,23,EDOU,2,4,22,46
550,23,FEP,1,4,22,46
550,23,blue,5,4,22,46
550,23,first nurse,1,4,22,46
550,23,green,0,4,22,46
550,23,hallway,5,4,22,46
550,23,iTrack,0,4,22,46
550,23,orange,5,4,22,46
550,23,purple,3,4,22,46
550,23,red,2,4,22,46
550,23,resource nurse,1,4,22,46
550,23,triage nurse,1,4,22,46
551,23,CNL,1,4,23,47
551,23,EDOU,2,4,23,47
551,23,FEP,1,4,23,47
551,23,blue,5,4,23,47
551,23,first nurse,1,4,23,47
551,23,green,0,4,23,47
551,23,hallway,5,4,23,47
551,23,iTrack,0,4,23,47
551,23,orange,5,4,23,47
551,23,purple,3,4,23,47
551,23,red,2,4,23,47
551,23,resource nurse,1,4,23,47
551,23,triage nurse,1,4,23,47
552,23,CNL,1,4,24,48
552,23,EDOU,2,4,24,48
552,23,FEP,1,4,24,48
552,23,blue,5,4,24,48
552,23,first nurse,1,4,24,48
552,23,green,0,4,24,48
552,23,hallway,5,4,24,48
552,23,iTrack,0,4,24,48
552,23,orange,5,4,24,48
552,23,purple,3,4,24,48
552,23,red,2,4,24,48
552,23,resource nurse,1,4,24,48
552,23,triage nurse,1,4,24,48
553,23,CNL,1,4,1,49
553,23,EDOU,2,4,1,49
553,23,FEP,1,4,1,49
553,23,blue,5,4,1,49
553,23,first nurse,1,4,1,49
553,23,green,0,4,1,49
553,23,hallway,5,4,1,49
553,23,iTrack,0,4,1,49
553,23,orange,5,4,1,49
553,23,purple,3,4,1,49
553,23,red,2,4,1,49
553,23,resource nurse,1,4,1,49
553,23,triage nurse,1,4,1,49
554,24,CNL,1,4,2,50
554,24,EDOU,2,4,2,50
554,24,FEP,1,4,2,50
554,24,blue,5,4,2,50
554,24,first nurse,1,4,2,50
554,24,green,0,4,2,50
554,24,hallway,4,4,2,50
554,24,iTrack,0,4,2,50
554,24,orange,5,4,2,50
554,24,purple,3,4,2,50
554,24,red,0,4,2,50
554,24,resource nurse,1,4,2,50
554,24,triage nurse,1,4,2,50
555,24,CNL,1,4,3,51
555,24,EDOU,2,4,3,51
555,24,FEP,1,4,3,51
555,24,blue,5,4,3,51
555,24,first nurse,1,4,3,51
555,24,green,0,4,3,51
555,24,hallway,4,4,3,51
555,24,iTrack,0,4,3,51
555,24,orange,5,4,3,51
555,24,purple,3,4,3,51
555,24,red,0,4,3,51
555,24,resource nurse,1,4,3,51
555,24,triage nurse,1,4,3,51
556,24,CNL,1,4,4,52
556,24,EDOU,2,4,4,52
556,24,FEP,1,4,4,52
556,24,blue,5,4,4,52
556,24,first nurse,1,4,4,52
556,24,green,0,4,4,52
556,24,hallway,4,4,4,52
556,24,iTrack,0,4,4,52
556,24,orange,5,4,4,52
556,24,purple,3,4,4,52
556,24,red,0,4,4,52
556,24,resource nurse,1,4,4,52
556,24,triage nurse,1,4,4,52
557,24,CNL,1,4,5,53
557,24,EDOU,2,4,5,53
557,24,FEP,1,4,5,53
557,24,blue,5,4,5,53
557,24,first nurse,1,4,5,53
557,24,green,0,4,5,53
557,24,hallway,4,4,5,53
557,24,iTrack,0,4,5,53
557,24,orange,5,4,5,53
557,24,purple,3,4,5,53
557,24,red,0,4,5,53
557,24,resource nurse,1,4,5,53
557,24,triage nurse,1,4,5,53
558,24,CNL,1,4,6,54
558,24,EDOU,2,4,6,54
558,24,FEP,1,4,6,54
558,24,blue,5,4,6,54
558,24,first nurse,1,4,6,54
558,24,green,2,4,6,54
558,24,hallway,5,4,6,54
558,24,iTrack,0,4,6,54
558,24,orange,5,4,6,54
558,24,purple,3,4,6,54
558,24,red,0,4,6,54
558,24,resource nurse,1,4,6,54
558,24,triage nurse,1,4,6,54
559,24,CNL,1,4,7,55
559,24,EDOU,2,4,7,55
559,24,FEP,1,4,7,55
559,24,blue,5,4,7,55
559,24,first nurse,1,4,7,55
559,24,green,2,4,7,55
559,24,hallway,5,4,7,55
559,24,iTrack,0,4,7,55
559,24,orange,5,4,7,55
559,24,purple,3,4,7,55
559,24,red,0,4,7,55
559,24,resource nurse,1,4,7,55
559,24,triage nurse,1,4,7,55
560,24,CNL,1,4,8,56
560,24,EDOU,2,4,8,56
560,24,FEP,1,4,8,56
560,24,blue,5,4,8,56
560,24,first nurse,1,4,8,56
560,24,green,2,4,8,56
560,24,hallway,5,4,8,56
560,24,iTrack,0,4,8,56
560,24,orange,5,4,8,56
560,24,purple,3,4,8,56
560,24,red,0,4,8,56
560,24,resource nurse,1,4,8,56
560,24,triage nurse,1,4,8,56
561,24,CNL,1,4,9,57
